date,headlines
2021-09-17, 'No rule of law': investors divided over Chinese markets 
2021-09-17," Hong Kong shares rebound, led by tech, healthcare "
2021-09-17, Shanghai stocks fall as coal shares drag; Hong Kong rebounds 
2021-09-16, Investors around the world brace for a great fall in China 
2021-09-16, Warburg Pincus seeks $16 billion for private equity fund -sources 
2021-09-16, Investors brace for a great fall in China 
2021-09-16," Crypto scammers get creative, El Salvador doubles down on bitcoin and Google goes with the FLOW "
2021-09-15, Rivian aims to raise as much as $8 bln in IPO -sources 
2021-09-15," Hong Kong shares drop over 1.5% as tech, casino stocks weigh "
2021-09-15," Nikkei slips from 3-decade high on profit-taking, SoftBank drag "
2021-09-15, China stocks mixed as weak growth data weighs; Hong Kong down 
2021-09-15," Nikkei slips from 3-decade high on profit-taking, Topix sheds over 1% "
2021-09-14, Xendit Secures $150 Million Series C to Build Out Digital Payment Infrastructure Across Southeast Asia 
2021-09-14," Versatile Secures $80 Million in Series B to Further Its Mission to Drive Predictive, Controllable Processes in Construction "
2021-09-13," Energy, financials help Wall Street rise from bruising week "
2021-09-13, Wall Street set to recover from sharp weekly losses 
2021-09-13," Futures up, Wall Street tries to recover after sharp selloff "
2021-09-13," In fresh regulatory move, China tells tech giants to stop blocking rivals' links "
2021-09-13, China's latest tech crackdown weighs on stocks 
2021-09-13," Hong Kong shares drop, dragged lower by tech on latest crackdown "
2021-09-13," In fresh regulatory move, China tells tech giants to stop blocking rivals' links "
2021-09-13," In fresh regulatory move, China tells tech giants to stop blocking rivals' links "
2021-09-13, Hong Kong shares fall on Beijing's latest tech crackdown; China mixed 
2021-09-11," China tells Alibaba, Tencent to open platforms up to each other - media "
2021-09-10," Wall St subdued on inflation data, Apple drop "
2021-09-10," S&P 500, Dow fall after inflation data; Big Tech supports Nasdaq "
2021-09-10, Who's David Cheriton?: Meet the Canadian billionaire who made an early bet on Google and calls himself 'cheap' 
2021-09-10," Wall St set to rise after Biden-Xi call, oil bounce "
2021-09-10," Futures rise after Biden-Xi call, oil bounce "
2021-09-10," China tells delivery, ride-hailing firms to better protect workers "
2021-09-10, Hong Kong shares rise as Biden-Xi call boosts sentiment 
2021-09-10," China tells country's delivery, ride-hailing firms to better protect workers "
2021-09-10, Chinese firms with offshore structure to need approval for Hong Kong IPOs -sources 
2021-09-10, China stocks rise after Sino-U.S. 'candid' talks; Hong Kong gains 
2021-09-09," Wall Street closes down, European stocks end little-changed "
2021-09-09," U.S. shares retreat, European shares end little-changed "
2021-09-09," Wall Street gains, European shares reverse earlier losses "
2021-09-09, European bonds rally as ECB keeps stimulus cut to a minimum 
2021-09-09, Stocks and euro steady as ECB taps brakes on stimulus 
2021-09-09, Stocks extend slide as ECB weighs up taper plan 
2021-09-08, Walmart Breaks Green-Bond Record With $2 Billion Debut Sale 
2021-09-08, Hong Kong shares edge lower as financials fall 
2021-09-07," Apple, Microsoft among tech giants to open Saudi academies "
2021-09-07, Chinese prosecutors drop case against former Alibaba employee accused of sexual assault 
2021-09-07, Chinese prosecutors drop case against former Alibaba employee accused of sexual assault 
2021-09-06," Hong Kong shares rise, led by tech and financials "
2021-09-06," China equities rise on new stock exchange plan, government support; HK up "
2021-09-06," Sovereign wealth funds sweet on China, despite regulatory headwinds "
2021-09-04, Didi denies reports that Beijing city is coordinating companies to invest in it 
2021-09-03," Beijing city looks to take Didi under state control, Bloomberg News reports "
2021-09-03," Beijing city looks to take Didi under state control, Bloomberg News reports "
2021-09-03," Beijing city looks to take Didi under state control, Bloomberg News reports "
2021-09-03, Indonesian startup J&T raising over $2 bln ahead of IPO -sources 
2021-09-03, Hong Kong shares end lower ahead of key U.S. data 
2021-09-02, Posthaste: What the Bank of Canada might make of our shrinking economy next week 
2021-09-02, China's Alibaba to invest $15.5 bln for 'common prosperity' 
2021-09-02, How unions work in China 
2021-09-02," ByteDance says it will downsize fintech business, plans to sell stock broker ops "
2021-09-01, Didi and JD.com workers get unions in watershed moment for China's tech sector 
2021-09-01, Who's Joseph Tsai? The Canadian man of action behind Alibaba's embattled Jack Ma 
2021-09-01, Didi and JD.com workers get unions in watershed moment for China's tech sector 
2021-09-01, Chinese state firms to take big stake in Ant's credit-scoring JV -sources 
2021-09-01," Hong Kong shares rise as tech, financial sectors gain "
2021-09-01, Chinese state firms to take big stake in Ant's credit-scoring JV -sources 
2021-09-01, Chinese state firms to take big stake in Ant's credit-scoring JV -sources 
2021-09-01, China stocks gain as policy easing expectations rise; Hong Kong up 
2021-08-31," Data and AI platform Databricks raises $1.6 bln, valued at $38 bln "
2021-08-31, Xi Jinping Approves Action on Everything From Monopolies to Pollution 
2021-08-30, U.S. stocks end at record highs as oil prices gain 
2021-08-30, Global equities hit record highs; oil closes higher 
2021-08-30, Global equities hit record highs; oil edges up in choppy trade 
2021-08-30, Singapore's Shopee changes the game in Brazil's e-commerce sector 
2021-08-30, Three hours a week: Play time's over for China's young video gamers 
2021-08-30," Cautious Fed keeps stocks happy, oil slips from highs "
2021-08-30, Singapore's Shopee changes the game in Brazil's e-commerce sector 
2021-08-30, China cuts amount of time minors can spend on online games 
2021-08-30, Hong Kong shares rise after dovish Fed talks 
2021-08-30," Australia considering new laws for Apple, Google, WeChat digital wallets "
2021-08-30, Singapore's Shopee changes the game in Brazil's e-commerce sector 
2021-08-27," S&P 500, Nasdaq nab all-time closing highs as Powell soothes taper fears "
2021-08-27," S&P 500, Nasdaq hit record closing highs as Powell calms taper fears "
2021-08-27," S&P 500, Nasdaq set for all-time closing highs as Powell sooths taper worries "
2021-08-27," China targets U.S. IPOs, algorithms, cloud in latest tech takedown "
2021-08-27," Tianjin asks govt firms to move data out of Alibaba, Tencent clouds-document "
2021-08-27, China swoops on algorithms in latest tech clampdown 
2021-08-27, China swoops on algorithms in latest tech clampdown 
2021-08-27, Hong Kong shares end flat as insuers' gains offset loss in tech stocks 
2021-08-27, China Plans Control of Tech Algorithms U.S. Can Only Dream Of 
2021-08-27, China issues draft guidelines for internet recommendation algorithms 
2021-08-27, Winners and Losers in China's Sweeping Private-Sector Crackdown 
2021-08-26, JD.com in advanced talks to buy controlling stake in China Logistics - Bloomberg News 
2021-08-24, HK stocks rise the most in 3 weeks as bargain hunters snap up tech shares 
2021-08-24," China shares rise as new energy, liquor sectors gain "
2021-08-23, Didi suspends UK launch plans amid China's crackdown on tech firms -Telegraph 
2021-08-23, Hong Kong shares rise as tech and healthcare stocks gain 
2021-08-23, Shanghai shares rise as China reports no local COVID-19 cases 
2021-08-23, China orders Communist Party members to resolve conflicts of interest as top Hangzhou official probed 
2021-08-23, BYD Chip Unit IPO Stalled as China Regulator Probes Adviser 
2021-08-20," Wall Street rallies as Fed jitters wane, but ends down for the week "
2021-08-20, Wall Street bounces back as taper jitters fade 
2021-08-20, Half a trillion dollars wiped from China markets in a week as clampdowns shatter confidence 
2021-08-20," S&P 500, Dow set for worst week in 2 mths on recovery, taper fears "
2021-08-20," S&P 500, Dow on track for worst week in 2 months on recovery, taper fears "
2021-08-20, Half a trillion dollars wiped from China markets in a week as clampdowns shatter confidence 
2021-08-20," China markets slump as crackdowns shatter sentiment, 'herd mentality' kicks in "
2021-08-20," HK, China stocks drop on deepening fears of Beijing's regulations "
2021-08-20, China's SenseTime says daily users of its augmented reality tech number 100 mln 
2021-08-20," For bank regulators, tech giants are now too big to fail "
2021-08-20," Chinese internet companies should innovate, promote social values - state media "
2021-08-19, Stocks Fluctuate in Volatile Session; Dollar Gains: Markets Wrap 
2021-08-19, Stocks to commodities sink on Fed taper worries 
2021-08-19," Indonesia's GoTo set to wrap up $2 bln funding round, eyes IPO in 2022 -sources "
2021-08-19, Hong Kong shares end lower as tech stocks weigh 
2021-08-19," Stocks hit 2021 lows, FX slide as Fed minutes stoke tapering worries "
2021-08-19, Chinese AI startup SenseTime to file for Hong Kong IPO by end-August -sources 
2021-08-19," Stocks slide, dollar climbs as taper and virus fears combine "
2021-08-19, China shares fall on lingering growth concerns; tech weighs on Hong Kong 
2021-08-19," Stocks slide, dollar climbs as taper and virus fears combine "
2021-08-18," Hong Kong shares end higher on financials, tech boost "
2021-08-18," China shares rebound as financials, defense stocks gain "
2021-08-17," Shares wobble on concern over China crackdown, COVID-19 "
2021-08-17," China steps up tech scrutiny with rules over unfair competition, critical data "
2021-08-17," China steps up tech scrutiny with rules over unfair competition, critical data "
2021-08-17, Major hedge funds took stakes in Didi before probe announcement - U.S. filings 
2021-08-17, Hong Kong stocks see worst day in 3 weeks on China economy worries 
2021-08-17," Shares hit 3-week low on China regulations, slowing growth worries "
2021-08-17," China steps up tech scrutiny with rules over unfair competition, critical data "
2021-08-17," Shares wobble as China crackdown, COVID-19 weigh "
2021-08-17," China steps up tech scrutiny with rules over unfair competition, critical data "
2021-08-17," Asia shares ease on worries over China crackdown, COVID-19 spike "
2021-08-17, China stocks fall on weak economic data; tech shares drag Hong Kong index 
2021-08-17, China issues draft rules banning unfair competition in the internet sector 
2021-08-17, Economists Look to German Model to Explain China's Crackdowns 
2021-08-16, Major hedge funds took stakes in Didi before probe announcement - U.S. filings 
2021-08-16, China's Didi improves pay transparency for drivers 
2021-08-16, Valuing China assets no easy task after $1 trillion wipeout 
2021-08-16, China shares rise on hopes for more policy support; Hong Kong down 
2021-08-14," Fired Alibaba employee suspected of 'forcible indecency', not rape -police "
2021-08-13," Asia tech rout drags stocks lower on pandemic, crackdown worries "
2021-08-13, Hong Kong shares fall as tech stocks weigh; post weekly gain 
2021-08-13, China shares fall as chipmakers retreat; tech stocks weigh on HK 
2021-08-12, Alibaba to set up committee to probe sexual harassment complaints 
2021-08-12," Ex-director seeks to stall $2 bln Paytm IPO, company calls it harassment "
2021-08-12, Hong Kong stocks fall as weak lending data fans economic slowdown concerns 
2021-08-12, Japanese shares slip as chip stocks take hit from outlook worries 
2021-08-12," China investors turn to renewables, chips, to avoid regulators' attention "
2021-08-11, Accenture restores affected systems after reported ransomware attack 
2021-08-11," Stocks, currencies dented by virus worries, strong dollar "
2021-08-11, Top public relations director at Chinese social media giant Weibo arrested 
2021-08-11, Chinese tech firms 'self-correct' to get ahead of potential regulatory fury 
2021-08-11, Top public relations director at Chinese social media giant Weibo arrested 
2021-08-10, OwnBackup Approaches $3.35 Billion Valuation with Series E Investment; Expands its Leading Cloud-to-Cloud Data Protection to Microsoft 
2021-08-09, Who's Pan Dong? Meet the publicity-shy Chinese-Canadian soap tycoon 
2021-08-09," Turkey's Trendyol raises $1.5 bln, valuing it at $16.5 billion "
